submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,bayes_factor_utility,beta_kl_utility,beta_entropy_change,beta_bayes_factor_utility,pure_second_order_belief_change,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_a,prior_beta_for_entropy_b,posterior_beta_for_entropy_a,posterior_beta_for_entropy_b,prior_beta_for_bf_a,prior_beta_for_bf_b,posterior_beta_for_bf_a,posterior_beta_for_bf_b,prior_beta_for_2nd_order_change_a,prior_beta_for_2nd_order_change_b,posterior_beta_for_2nd_order_change_a,posterior_beta_for_2nd_order_change_b
5795,helpful,1,exhaustive,negative,neutral,1.0,0.75,6,6,0.06,0.75,0.94,0.6900000000000001,0,0.4838332053,0.9735428738,0.9787234043,1.0,3.423e-07,11.9606285478,1e-10,106.1332335074,36.0444111691,9.4106586806,132.766985996,1.0009457799,1.00031526,1.0000756624,1.0011853775,85038.719363442,28346.9064544807,6804.0175490754,106581.6082688473,74.8274201041,25.6091400347,6.9061936083,93.5303665304
5795,helpful,3,low_certainty,negative,positive,1.0,0.75,6,5,0.3,0.61,0.68,0.31,1,0.0835086493,0.4794799487,0.7259953162,0.9999659623,1.1460000000000001e-07,11.5493463255,53.8518719377,45.2252004237,29.2751281397,43.053293403,99.1243512736,1.0006697082,1.0004281741,1.000378312,1.0008827279,5903.6059752394,3774.797262858,34016.0877453768,79369.5380725458,28.1966598026,18.3880283984,30.5309680416,69.9055920971
5795,helpful,4,high_certainty,positive,negative,1.0,0.75,4,4,0.55,0.46,0.59,0.09,0,0.0026039848,0.05250546,0.303030303,0.3338102955,1.3e-09,5.012924357,0.0,18.0373766719,21.0003987018,21.3707764556,17.6669989182,1.0004299796,1.0005047586,1.000514106,1.0004206322,380.1007013827,446.0312581449,454.2725777401,371.8593817874,10.019221923,11.5877822574,11.7838522992,9.8231518812
5795,helpful,5,high_certainty,negative,positive,1.0,0.75,4,5,0.38,0.5,0.64,0.12,1,0.0419579778,0.0920916251,0.3870967742,0.781860592,8.7e-09,9.0886552519,24.9776840207,37.2501642817,37.2501642817,15.074354642,23.9634207317,1.0005489412,1.0005489412,1.0003552005,1.0005795377,4839.2016190487,4839.2016190487,314.1701446205,511.9618149071,23.2923441005,23.2923441005,8.450661588500001,13.1563425918
5795,helpful,6,low_certainty,negative,negative,1.0,0.75,5,6,0.17,0.04,0.59,0.13,1,0.4154125897,0.3402681295,0.7965686275,0.9996643964,3.7100000000000003e-07,11.5493463255,53.8518719377,6.6071057871,135.5705388895,13.3250558558,61.1752727076,1.0000504416,1.0012105983,1.00018664,1.0009112424,4536.3450327169,108849.2807852057,1645.9885504766,8032.4146876209,4.9374624055,95.4990977332,8.5793969942,38.0052912068
5795,helpful,7,non_answer,positive,neutral,1.0,0.75,4,4,0.5,0.38,0.0,0.12,0,0.0419579778,0.0938382585,0.3870967742,0.5163814834,2.07e-08,5.2972751751,1e-10,15.074354642,23.9634207317,19.5188876869,19.5188876869,1.0003552005,1.0005795377,1.0004673691,1.0004673691,314.1701446205,511.9618149071,413.0659797638,413.0659797638,8.450661588500001,13.1563425918,10.8035020902,10.8035020902
5795,helpful,9,low_certainty,positive,neutral,1.0,0.75,6,6,0.84,0.88,0.73,0.04,0,0.1049486894,0.0228304514,0.2840909091,0.4567332297,7.52e-08,9.1130240885,0.0,124.3563273154,17.8213173612,118.7492215283,23.4284231483,1.0011097151,1.0001513248,1.0010592735,1.0002017664,99778.5907197719,13607.0350981507,95243.245687055,18142.3801308676,87.6241729221,12.8123872166,83.6867105165,16.7498496222
5795,helpful,10,exhaustive,positive,neutral,1.0,0.75,7,4,1.0,0.58,0.96,0.42,3,0.981453895,0.8362713031000001,1.0,1.0,9.256e-07,14.0993483278,194.9341599248,22.4819097168,16.555865657,270.3341408767,1.0,1.0005421481,1.00039259,1.0014242107,1.0,478.996536526,347.1354230016,1328348.2974869297,1.0,12.3720624246,9.2349417557,215.5411641051,1.0
5795,helpful,11,exhaustive,negative,negative,1.0,0.75,7,4,0.0,0.31,1.0,0.31,3,0.8931734584000001,0.7084800593,1.0,1.0,8.829e-07,14.099211813,194.9341599248,12.4817103659,26.5560650079,1.0,270.3341408767,1.0002897688,1.0006449693,1.0,1.0014242107,256.4809074535,569.651052074,1.0,1328348.2974869297,7.0781712959,14.5288328844,1.0,215.5411641051
5795,helpful,12,non_answer,positive,positive,1.0,0.75,6,6,0.72,0.72,0.08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,101.9279041672,40.2497405094,101.9279041672,40.2497405094,1.0009079487,1.0003530912,1.0009079487,1.0003530912,81637.2105889043,31748.4152290183,81637.2105889043,31748.4152290183,71.8743232999,28.5622368388,71.8743232999,28.5622368388
5797,helpful,1,non_answer,positive,positive,1.0,0.625,6,6,0.95,0.95,0.0,0.0,0,0.0,0.0,-2.2204460489999999e-16,0.0,0.0,0.6931471806,0.0,134.1687624428,8.0088822338,134.1687624428,8.0088822338,1.0011979879,1.000063052,1.0011979879,1.000063052,107715.4445270265,5670.1812908961,107715.4445270265,5670.1812908961,94.5147321318,5.9218280069,94.5147321318,5.9218280069
5797,helpful,2,low_certainty,negative,neutral,1.0,0.625,6,6,0.18,0.73,0.74,0.55,0,0.1613875905,0.8879538268,0.918810558,1.0,1.292e-07,11.7338584821,0.0,103.3296806139,38.8479640627,26.2319760418,115.9456686348,1.0009205591,1.0003404808,1.0002269872,1.0010340527,82771.0468470835,30614.5789708391,20410.0526472261,92975.5731706965,72.8586889013,27.5778712375,18.718580825,81.7179793138
5797,helpful,4,high_certainty,negative,neutral,1.0,0.625,5,5,0.2,0.5,0.19,0.3,0,0.2780719051,0.4728574236,0.75,0.9999830001,1.782e-07,8.6669643424,1e-10,37.2501642817,37.2501642817,15.5000657127,59.0002628507,1.0005489412,1.0005489412,1.0002195765,1.0008783059,4839.2016190487,4839.2016190487,1936.2806476195,7742.122590478,23.2923441005,23.2923441005,9.9169376402,36.6677505607
5797,helpful,5,low_certainty,positive,positive,1.0,0.625,6,6,0.97,0.94,0.61,0.03,0,0.1330530613,0.0316424807,0.5154639175,0.6576290648,7.13e-08,8.8254154939,1e-10,132.766985996,9.4106586806,136.9723153363,5.2053293403,1.0011853775,1.0000756624,1.0012232087,1.0000378312,106581.6082688473,6804.0175490753,109983.1170433849,3402.5087745377,93.5303665304,6.9061936083,96.4834633346,3.9530968042
5797,helpful,6,low_certainty,negative,negative,1.0,0.625,6,6,0.02,0.08,0.78,0.06,0,0.2607386477,0.1073626193,0.7653061224000001,0.9900874535,1.41e-07,9.5184157133,1e-10,12.2142115741,129.9634331025,3.8035528935,138.3740917831,1.0001008832,1.0011601567,1.0000252208,1.0012358191,9071.6900654338,104313.9357524888,2268.6725163585,111116.9533015642,8.8749248111,91.5616353276,2.9687312028,97.467828936
5797,helpful,7,exhaustive,positive,negative,1.0,0.625,6,4,0.97,0.52,0.99,0.45,2,0.8044536782,0.8231882716000001,0.9664948454,1.0,6.397e-07,11.6312549634,78.8295559584,20.2596431944,18.7781321794,136.9723153363,5.2053293403,1.0004860639,1.0004486743,1.0012232087,1.0000378312,429.5486189543,396.5833405732,109983.1170433849,3402.5087745377,11.1956421738,10.4113620066,96.4834633346,3.9530968042
5797,helpful,8,exhaustive,positive,neutral,1.0,0.625,7,5,0.99,0.5,1.0,0.49,2,0.9192068641,0.8795537908000001,0.9898989899,1.0,8.724e-07,14.0921364057,169.9564759041,37.2501642817,37.2501642817,267.6407994679,3.6933414088,1.0005489412,1.0005489412,1.0014099686,1.0000142421,4839.2016190487,4839.2016190487,1315064.8245120605,13284.4729748693,23.2923441005,23.2923441005,213.395752464,3.1454116411
5797,helpful,9,high_certainty,positive,negative,1.0,0.625,6,6,0.88,0.12,0.8,0.76,0,0.0,0.9934626239,0.9814049587,1.0,0.0,12.0572542063,0.0,17.8213173612,124.3563273154,124.3563273154,17.8213173612,1.0001513248,1.0011097151,1.0011097151,1.0001513248,13607.0350981507,99778.5907197719,99778.5907197719,13607.0350981507,12.8123872166,87.6241729221,87.6241729221,12.8123872166
5797,helpful,11,high_certainty,positive,positive,1.0,0.625,7,6,0.99,0.91,0.97,0.08,1,0.3556766812,0.1846334516,0.8978675645,0.9999861611,3.994e-07,14.0102263806,116.1046039663,128.5616566557,13.6159880209,267.6407994679,3.6933414088,1.0011475463,1.0001134936,1.0014099686,1.0000142421,103180.0994943096,10205.526323613,1315064.8245120605,13284.4729748693,90.5772697263,9.8592904125,213.395752464,3.1454116411
5797,helpful,12,exhaustive,negative,neutral,1.0,0.625,7,7,0.0,0.04,1.0,0.04,0,0.2422921891,0.1268149108,1.0,0.9999999089,1.279e-07,11.5737362699,0.0,11.7733656351,259.5607752416,1.0,270.3341408767,1.0000569684,1.0013672422,1.0,1.0014242107,53134.8918994772,1275214.4055874525,1.0,1328348.2974869297,9.5816465642,206.9595175409,1.0,215.5411641051
5798,helpful,1,exhaustive,negative,neutral,1.0,0.875,6,7,0.98,0.5,0.98,0.48,1,0.8585594575000001,0.8615029438,0.9795918367,1.0,5.627e-07,14.0102263806,116.1046039664,135.6670704383,135.6670704383,138.3740917831,3.8035528935,1.0007121053,1.0007121053,1.0012358191,1.0000252208,664174.6487434648,664174.6487434648,111116.9533015642,2268.6725163585,108.2705820526,108.2705820526,97.467828936,2.9687312028
5798,helpful,2,exhaustive,positive,negative,1.0,0.875,6,4,0.93,0.23,0.98,0.7000000000000001,2,0.4120876526,0.9766839414,0.9775171065,1.0,4.417e-07,11.6312549634,78.8295559583,9.518688336,29.5190870378,131.3652095492,10.8124351274,1.0002149898,1.0007197484,1.0011727671,1.0000882728,190.5503506913,635.5816088362,105447.772010668,7937.8538072546,5.5096109615,16.0973932189,92.546000929,7.8905592097
5798,helpful,3,non_answer,positive,neutral,1.0,0.875,6,5,0.5,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0577998196,3.41e-08,11.5493463255,53.8518719378,37.2501642817,37.2501642817,71.0888223383,71.0888223383,1.0005489412,1.0005489412,1.0006305199,1.0006305199,4839.2016190487,4839.2016190487,56692.8129089613,56692.8129089613,23.2923441005,23.2923441005,50.2182800694,50.2182800694
5798,helpful,4,high_certainty,positive,positive,1.0,0.875,6,6,0.53,0.18,0.91,0.35,0,0.3173245428,0.6438318408,0.8053382421,1.0,2.65e-07,11.2818825214,1e-10,26.2319760418,115.9456686348,75.2941516786,66.883492998,1.0002269872,1.0010340527,1.0006683511,1.0005926887,20410.0526472261,92975.5731706965,60094.321683499,53291.3041344236,18.718580825,81.7179793138,53.1713768735,47.2651832652
5798,helpful,5,high_certainty,negative,neutral,1.0,0.875,6,5,0.15,0.59,0.8300000000000001,0.44,1,0.366660164,0.7474776767,0.8773678963,1.0,3.379000000000001e-07,11.5493463255,53.8518719378,43.7751938524,30.725134711,22.0266467015,120.1509979751,1.0006477506,1.0004501318,1.000189156,1.0010718839,5710.0779104775,3968.32532762,17008.5438726884,96377.0819452342,27.3049660385,19.2797221624,15.7654840208,84.6710761179
5798,helpful,6,high_certainty,positive,negative,1.0,0.875,6,6,0.67,0.03,0.86,0.64,0,0.7205345149,0.9967568555,0.9847668872,1.0,5.013e-07,11.8854061252,0.0,5.2053293403,136.9723153363,94.9190219333,47.2586227433,1.0000378312,1.0012232087,1.0008448967,1.0004161432,3402.5087745377,109983.1170433849,75968.0292980082,37417.5965199145,3.9530968042,96.4834633346,66.952495293,33.4840648458
5798,helpful,7,low_certainty,negative,positive,1.0,0.875,4,3,0.31,0.84,0.76,0.53,1,0.2588639037,0.9020655092,0.9144237405,0.9994300573,3.6600000000000003e-08,6.6301750076,11.5851998561,16.5026925577,3.9528938205,12.4817103659,26.5560650079,1.0006481501,1.0001234572,1.0002897688,1.0006449693,58.554458218,11.9627539463,256.4809074535,569.651052074,7.7383156323,2.2834886919,7.0781712959,14.5288328844
5798,helpful,8,low_certainty,positive,positive,1.0,0.875,7,6,0.98,0.91,0.97,0.07,1,0.2950292745,0.1317963642,0.7936507937,0.9985621366,3.671e-07,14.0102263806,116.1046039663,128.5616566557,13.6159880209,264.9474580592,6.3866828175,1.0011475463,1.0001134936,1.0013957264,1.0000284842,103180.0994943096,10205.526323613,1301781.351537191,26567.9459497386,90.5772697263,9.8592904125,211.250340823,5.2908232821
5798,helpful,9,high_certainty,negative,negative,1.0,0.875,7,6,0.05,0.18,0.96,0.13,1,0.3936800886,0.2224802637,0.7602339181000001,0.9999771743,4.4570000000000003e-07,14.0102263806,116.1046039663,26.2319760418,115.9456686348,14.4667070438,256.8674338329,1.0002269872,1.0010340527,1.0000712105,1.0013530001,20410.0526472261,92975.5731706965,66418.3648743465,1261930.932612583,18.718580825,81.7179793138,11.7270582053,204.8141058998
5798,helpful,10,low_certainty,positive,negative,1.0,0.875,6,6,0.95,0.73,0.8200000000000001,0.22,0,0.5550676791,0.423740002,0.8576998051,1.0,3.906e-07,10.817591803,1e-10,103.3296806139,38.8479640627,134.1687624428,8.0088822338,1.0009205591,1.0003404808,1.0011979879,1.000063052,82771.0468470835,30614.5789708391,107715.4445270265,5670.1812908961,72.8586889013,27.5778712375,94.5147321318,5.9218280069
5799,helpful,1,non_answer,positive,positive,1.0,0.75,6,5,0.9,0.8,0.65,0.1,1,0.2529325013,0.1147468135,0.5555555556,0.9027592826,2.737e-07,11.5493463255,53.8518719379,59.0002628507,15.5000657127,127.1598802089,15.0177644677,1.0008783059,1.0002195765,1.0011349359,1.000126104,7742.122590478,1936.2806476195,102046.2632361304,11339.3625817923,36.6677505607,9.9169376402,89.5929041249,10.8436560139
5799,helpful,2,exhaustive,positive,negative,1.0,0.75,7,5,1.0,0.15,1.0,0.85,2,0.6098403047000001,0.9981675404,1.0,1.0,6.629e-07,14.1045338154,169.9564759042,11.8750492845,62.6252792789,270.3341408767,1.0,1.0001646824,1.0009332,1.0014242107,1.0,1452.4604857146,8225.9427523828,1328348.2974869297,1.0,7.6877032301,38.8969849708,215.5411641051,1.0
5799,helpful,3,exhaustive,negative,positive,1.0,0.75,6,3,0.05,0.6000000000000001,0.96,0.55,3,0.6845536373000001,0.9014363025,0.9649122807,0.9999997269,6.072e-07,11.6379454383,90.4147558146,12.0733518269,8.3822345513,8.0088822338,134.1687624428,1.0004629644,1.0003086429,1.000063052,1.0011979879,42.1103272986,28.4068848657,5670.1812908961,107715.4445270265,5.8130825945,4.2087217296,5.9218280069,94.5147321318
5799,helpful,4,high_certainty,positive,negative,1.0,0.75,5,3,0.66,0.1,0.67,0.56,2,0.4558231114,0.9520636337,0.9427609428,0.9998212395,5.18e-08,9.1705476419,36.5628838768,2.8455586378,17.6100277404,48.8502168519,25.6501117116,1.0000771607,1.0006944466,1.0007246024,1.00037328,7.8517212164,62.6654909479,6387.4261371443,3290.9771009531,1.8021804324,8.2196238917,30.4258942126,16.1587939883
5799,helpful,6,low_certainty,positive,positive,1.0,0.75,5,4,0.55,0.65,0.55,0.1,1,0.0587063986,0.0680386131,0.3418803419,0.4333254264,2.1e-09,9.0886552519,24.9776840206,25.074553993,13.9632213808,40.8751807099,33.6251478535,1.0006075798,1.0003271584,1.0006038353,1.0004940471,536.6857736929,289.4461858346,5323.0217809536,4355.3814571438,13.7445527172,7.8624514631,25.5215785105,21.0631096904
5799,helpful,7,exhaustive,negative,positive,1.0,0.75,1,3,0.5,0.75,0.4,0.25,2,0.1887218755,0.3798721295,0.6666666667000001,0.8779874349000001,9.64e-08,4.276713633,7.8658048791,14.8416897836,5.6138965945,2.8082494544000003,2.8082494544000003,1.0005787055,1.0001929018,1.0002226927,1.0002226927,52.3879091232,18.1293030411,0.2568955379,0.2568955379,7.0163532431,3.005451081,1.0779997225,1.0779997225
5799,helpful,8,high_certainty,negative,neutral,1.0,0.75,5,2,0.1,0.25,0.7000000000000001,0.15,3,0.3422825309,0.2139288736,0.6666666667000001,0.6812445675000001,3.527000000000001e-07,9.1772368476,41.9363546757,3.1796545786,7.5389637358,8.2500328563,66.2502957071,1.0001521224,1.0004563673,1.0001097882,1.0009880941,2.0048071782,4.0144215347,968.6403238097,8709.7629142877,1.6620833813,2.9862501439,5.4584688201,41.1262193808
5799,helpful,9,low_certainty,negative,neutral,1.0,0.75,4,5,0.2,0.8,0.75,0.6000000000000001,1,0.0,0.9369042656,0.9375,1.0,7.84e-08,9.0886552519,24.9776840205,59.0002628507,15.5000657127,8.4075550748,30.630220299,1.0008783059,1.0002195765,1.0001869476,1.0007477906,7742.122590478,1936.2806476195,165.8263919055,660.305567622,36.6677505607,9.9169376402,4.9214008361,16.6856033443
5799,helpful,10,high_certainty,negative,neutral,1.0,0.75,5,2,0.25,0.4,0.65,0.15,3,0.15967247,0.1526323008,0.5,0.5426375948000001,1.917e-07,9.1772368476,41.9363546757,4.4874473258,6.2311709887,19.1250821409,55.3752464226,1.0002433959,1.0003650938,1.0002744706,1.0008234118,2.6076914852,3.4115372277,2420.1008095244,7258.3024285731,2.0593334101,2.5890001151,12.1461720502,34.4385161507
5799,helpful,11,high_certainty,positive,negative,1.0,0.75,6,2,0.9,0.65,0.8,0.25,4,0.4650724618,0.4269417922,0.7936507937,0.8926642378,5.122e-07,11.6385144577,95.7882266136,6.6671019044,4.0515164101,127.1598802089,15.0177644677,1.0003955183,1.0002129714,1.0011349359,1.000126104,3.6124986634,2.4067300495,102046.2632361304,11339.3625817923,2.7214167914000003,1.9269167338,89.5929041249,10.8436560139
5800,relevant,2,non_answer,positive,negative,1.0,0.625,5,5,0.49,0.49,0.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,36.5251609961,37.9751675673,36.5251609961,37.9751675673,1.0005379624,1.00055992,1.0005379624,1.00055992,4742.4375866677,4935.9656514297,4742.4375866677,4935.9656514297,22.8464972185,23.7381909825,22.8464972185,23.7381909825
5800,relevant,3,high_certainty,positive,neutral,1.0,0.625,7,7,1.0,0.5,1.0,0.5,0,1.0,0.9,1.0,1.0,8.324000000000001e-07,14.0994475996,1e-10,135.6670704383,135.6670704383,270.3341408767,1.0,1.0007121053,1.0007121053,1.0014242107,1.0,664174.6487434648,664174.6487434648,1328348.2974869297,1.0,108.2705820526,108.2705820526,215.5411641051,1.0
5800,relevant,4,non_answer,positive,negative,1.0,0.625,4,4,0.06,0.06,0.0,0.0,0,0.0,0.0,1.1102230249999998e-16,0.0,0.0,0.6931471806,0.0,3.2222665224,35.8155088513,3.2222665224,35.8155088513,1.0000560843,1.0008786539,1.0000560843,1.0008786539,50.4479175717,775.6840419559,50.4479175717,775.6840419559,2.1764202508,19.4305839295,2.1764202508,19.4305839295
5800,relevant,6,low_certainty,negative,neutral,1.0,0.625,6,6,0.1,0.5,0.86,0.4,0,0.5310044064,0.7055608241,0.8888888889000001,1.0,4.178e-07,11.4154107642,0.0,71.0888223383,71.0888223383,15.0177644677,127.1598802089,1.0006305199,1.0006305199,1.000126104,1.0011349359,56692.8129089613,56692.8129089613,11339.3625817923,102046.2632361304,50.2182800694,50.2182800694,10.8436560139,89.5929041249
5800,relevant,7,exhaustive,negative,positive,1.0,0.625,5,5,0.64,0.94,0.92,0.3,0,0.6152382701,0.7343251985,0.8865248227,0.9999958994,3.444e-07,8.6669643424,1e-10,69.1503088496,5.3500197138,47.4002102806,27.1001182828,1.0010320094,1.0000658729,1.0007026447,1.0003952377,9096.8190438116,581.5841942858,6193.8980723824,3484.5051657151,42.9096069089,3.6750812921,29.5342004486,17.0504877523
5800,relevant,8,exhaustive,positive,positive,1.0,0.625,7,7,1.0,0.92,1.0,0.08,0,0.4021791902,0.2419361858,1.0,1.0,2.451e-07,12.2668740404,0.0,248.7874096066,22.5467312701,270.3341408767,1.0,1.0013102738,1.0001139369,1.0014242107,1.0,1222080.5136879757,106268.7837989543,1328348.2974869297,1.0,198.3778709767,18.1632931284,215.5411641051,1.0
5800,relevant,9,high_certainty,negative,negative,1.0,0.625,7,7,0.0,0.01,1.0,0.01,0,0.0807931359,0.0328353151,1.0,0.8739937799,3.3000000000000004e-08,10.1874983673,0.0,3.6933414088,267.6407994679,1.0,270.3341408767,1.0000142421,1.0014099686,1.0,1.0014242107,13284.4729748693,1315064.8245120605,1.0,1328348.2974869297,3.1454116411,213.395752464,1.0,215.5411641051
5800,relevant,10,low_certainty,positive,positive,1.0,0.625,6,6,0.88,0.5,0.59,0.38,0,0.4706391347,0.6616541412,0.8636363636000001,1.0,3.77e-07,11.3641186303,1e-10,71.0888223383,71.0888223383,124.3563273154,17.8213173612,1.0006305199,1.0006305199,1.0011097151,1.0001513248,56692.8129089613,56692.8129089613,99778.5907197719,13607.0350981507,50.2182800694,50.2182800694,87.6241729221,12.8123872166
5800,relevant,11,high_certainty,positive,neutral,1.0,0.625,5,3,0.76,0.5,0.78,0.26,2,0.2049597206,0.3762073125,0.6842105263,0.8956597013,1.879e-07,9.1705476419,36.5628838767,10.2277931891,10.2277931891,56.1002497082,18.4000788552,1.0003858037,1.0003858037,1.0008343906,1.0002634918,35.258606082200004,35.258606082200004,7355.0664609541,2323.3367771434,5.0109021621,5.0109021621,34.8843630327,11.7003251682
5800,relevant,12,high_certainty,negative,negative,1.0,0.625,7,7,0.0,0.08,0.99,0.08,0,0.4021791902,0.2419361858,1.0,1.0,2.451e-07,12.2668740404,0.0,22.5467312701,248.7874096066,1.0,270.3341408767,1.0001139369,1.0013102738,1.0,1.0014242107,106268.7837989544,1222080.5136879757,1.0,1328348.2974869297,18.1632931284,198.3778709767,1.0,215.5411641051
5801,helpful,1,low_certainty,negative,negative,1.0,0.625,6,7,0.55,0.5,0.3,0.05,1,0.007225546,0.0164997968,0.1818181818,0.6392652138,3.23e-08,14.0102263806,116.1046039665,135.6670704383,135.6670704383,78.0977045721,64.0799401045,1.0007121053,1.0007121053,1.0006935719,1.0005674679,664174.6487434648,664174.6487434648,62361.9941998574,51023.6316180652,108.2705820526,108.2705820526,55.1401080763,45.2964520624
5801,helpful,2,high_certainty,negative,positive,1.0,0.625,5,7,0.1,0.9,0.75,0.8,2,0.0,0.9970888807,0.987654321,1.0,2.89e-07,14.0921364057,169.9564759042,243.400726789,27.9334140877,8.2500328563,66.2502957071,1.0012817896,1.0001424211,1.0001097882,1.0009880941,1195513.5677382369,132835.7297486929,968.6403238097,8709.7629142877,194.0870476946,22.4541164105,5.4584688201,41.1262193808
